Step,A* + UNet + IL,Weighted A* + UNet + IL,A* + Unet,Weighted A* + Unet,A* + CNN + IL,A* + CNN,Weighted A* + CNN +IL,Weighted A* + CNN
684,46.82906342,60.91347122,83.12004089,76.94442749,56.70638275,68.55807495,65.00926971,72.76496124
686,53.88838959,64.62549591,84.10347748,80.96604156,61.65303802,74.93224335,76.72447968,73.43383026
687,51.19764709,70.01696777,78.23531342,78.8742218,66.21589661,74.19075012,72.07659912,73.43917847
688,51.58760834,66.07567596,80.59713745,75.96862793,67.77839661,72.63290405,76.324646,75.39878845
689,52.26439667,67.17786407,81.07341003,81.22666168,65.07205963,75.27806854,70.0778656,72.04136658
690,55.45432663,68.70547485,83.31851196,77.62724304,63.83068085,71.24187469,72.26545715,75.41442871
692,65.32933044,63.21286774,71.94259644,66.54238129,65.25228882,67.36566162,68.18532562,66.16875458
693,61.83761215,67.76513672,70.3170929,67.50300598,67.04034424,67.14151764,68.11633301,64.25604248
694,63.65494156,67.57629395,70.95358276,64.43444061,65.8272171,69.79753113,66.1583786,65.69203186
695,67.92295837,67.13114166,70.26424408,68.189888,65.78998566,70.83006287,67.82250977,68.55252838
696,61.79333878,64.89624023,68.74093628,67.83968353,66.88568115,68.98135376,65.99238586,67.53276062
700,39.2383461,69.43647766,94.74739075,94.13318634,67.62732697,77.59267426,71.13272858,85.36478424
701,43.63559723,64.49919128,93.44340515,96.98181915,61.40464783,82.35800171,75.17803192,90.15222931
702,38.34016418,72.07350159,90.43410492,94.73348999,65.32665253,73.87108612,71.07036591,84.87882233
703,39.83547974,66.75108337,89.12336731,96.22288513,63.21478271,83.56819153,74.69203186,89.5721817
704,42.841362,61.22501755,87.19378662,102.2025986,70.58422089,79.13413239,69.60949707,83.66609192
706,55.71994781,75.51556396,79.09991455,78.57294464,74.18120575,76.0222168,76.40149689,74.83354187
707,57.00878143,74.7243576,78.5881424,75.87716675,73.21209717,79.54194641,73.89844513,78.96556854
708,64.81674194,73.82383728,79.21871948,75.92687225,75.10343933,79.16126251,76.94068909,76.69454193
709,66.54727173,77.25364685,83.02487183,76.82460022,74.98664093,76.89206696,75.5403595,81.63276672
710,59.52045822,74.92745209,79.27370453,76.81223297,69.80054474,81.94168091,75.35938263,76.42613983
712,59.15608215,71.56542206,76.58071899,76.69003296,70.9469223,77.66388702,76.92190552,77.37065125
713,57.74840546,72.75270081,75.69669342,76.96923065,67.64826965,76.50333405,78.17651367,76.17578125
714,58.17678833,73.96469879,79.08868408,76.05923462,67.91078949,77.10485077,74.29540253,75.82328796
715,58.74213791,69.40624237,75.7252121,78.79852295,66.94754028,77.02677917,73.93716431,76.14717865
716,61.00063324,72.11405182,75.15986633,76.85203552,68.65254974,75.16044617,79.02362061,75.82335663
718,64.94676208,73.43074799,77.67578125,76.76468658,70.85915375,77.8190918,72.19800568,75.61088562
719,62.76584625,71.1227951,76.0462265,77.32566071,69.24520111,74.48060608,73.97906494,77.10955048
720,64.80465698,72.30606842,76.05954742,75.26059723,70.7598877,77.17802429,74.86464691,78.54032135
721,64.29373932,70.38159943,76.0736618,78.22702026,67.45291138,76.87197113,76.03099823,78.68723297
722,56.78742981,68.31681061,77.30293274,76.64652252,71.18203735,80.34835052,74.74904633,75.55797577
724,62.36413956,71.57300568,74.50107574,74.09210968,72.27967072,72.09855652,71.04001617,74.67993927
725,58.58769226,70.37149811,73.75917053,73.14954376,71.67414856,73.81545258,71.78200531,72.0801239
726,65.72070313,70.22598267,74.94139862,72.53430176,72.69212341,74.20619202,73.6360321,75.5837326
727,64.73583984,69.48519135,75.56612396,72.94352722,72.45314789,73.96411896,72.51624298,76.83892059
728,61.4477005,69.01381683,74.85676575,74.10639954,70.83016968,73.34253693,74.22693634,70.563591
730,41.59039307,62.24887466,86.12413025,78.84233856,59.9848175,68.79356384,67.87656403,73.83589172
731,45.00939941,54.80001831,86.81881714,83.12978363,60.91635132,71.20653534,62.08042145,72.33246613
732,46.38484573,60.95909882,87.10586548,84.4140625,54.67131805,70.97406769,69.85377502,76.89938354
733,49.35783386,60.86368561,88.47431946,87.06804657,60.17266083,70.40305328,70.07061768,71.10593414
734,43.64997864,55.00210571,85.7660141,84.53547668,64.2203064,63.08781052,63.57942963,69.68418884
736,53.72834015,69.61523438,81.1787262,79.38084412,65.22593689,75.50797272,69.75296021,75.20438385
737,51.97632599,64.12667847,78.12149811,76.31694794,66.53012848,73.95175171,75.01891327,71.63951874
738,58.15188599,65.74684906,76.99797058,77.33687592,65.42663574,76.31053162,70.1049118,75.19607544
739,53.51597977,67.33094025,84.11138916,76.60495758,62.52503204,72.59230042,69.3733139,76.04053497
740,54.08709717,69.21574402,80.91325378,79.46679688,67.93373871,73.68159485,77.54506683,75.38967896
742,64.57646942,65.79137421,68.52740479,67.26522827,67.2612915,70.02605438,65.89096069,66.70198822
743,65.63430786,65.84825897,69.76861572,66.75635529,65.90895844,66.68184662,66.94716644,65.79582214
744,66.02991486,66.05505371,69.12425232,66.72454834,65.69965363,66.61528015,67.87364197,69.92642975
745,64.66675568,67.77374268,69.83638,67.45366669,66.87996674,65.860672,65.25015259,66.24786377
746,63.4030838,66.30281067,71.76135254,69.45681,66.70180511,71.15927124,65.42262268,69.16116333
750,40.22953033,67.31127167,98.01342773,101.9344254,68.49835968,74.76569366,67.93731689,86.69459534
751,38.26602173,69.46855927,91.04232025,99.69868469,63.56034088,75.61561584,66.17469788,84.57653046
752,34.51574707,65.22286987,88.82634735,95.6186142,61.56609344,80.79885864,69.07041931,85.17404938
753,40.32325745,65.85669708,89.45476532,89.93857574,67.314888,77.70205688,68.0345993,82.70333862
754,41.00502396,65.709198,97.7807312,90.58853149,68.22038269,80.48242188,75.68477631,86.97689056
756,66.25609589,77.30312347,80.07641602,77.14816284,72.50782013,77.59806824,76.35137939,78.4105072
757,56.67059708,73.38152313,79.83027649,75.76200867,75.94213867,76.65879059,73.25019073,77.27241516
758,59.86746216,71.94857788,81.47637939,78.52570343,72.55606842,78.5434494,77.28871155,78.65672302
759,61.6656456,77.5786972,80.60656738,77.22725677,71.71514893,78.92905426,76.03430176,82.63136292
760,61.77535248,74.24645996,81.11123657,80.36171722,73.46102905,80.53089905,76.57298279,75.47080994
762,59.83319855,73.65389252,77.72476196,78.60993195,68.79756165,79.33006287,76.2438736,75.47846985
763,55.73735428,74.89167023,77.58250427,76.46844482,63.24854279,76.39279175,77.69114685,77.02147675
764,55.73791885,71.89911652,77.05451202,77.38040924,66.1958847,79.36959839,74.62598419,75.96548462
765,59.32898331,75.43669128,79.04810333,76.31019592,66.566185,76.64976501,74.01551056,79.72113037
766,61.51773834,70.34812927,75.7582016,79.20600128,71.04807281,77.61558533,77.61451721,76.90762329
768,59.72063828,71.85797882,76.59593201,78.65835571,74.12451935,75.83174133,73.52274323,77.31968689
769,61.47520447,70.0503006,76.79256439,77.55056763,71.57277679,76.89824677,72.51338959,77.23927307
770,57.07637024,70.17272186,80.25462341,74.11050415,74.22452545,73.09684753,74.91925812,78.3937149
771,61.82471466,71.49867249,84.62245178,75.67020416,69.46130371,74.73583984,73.51091766,77.68937683
772,62.74335861,73.19441986,79.25441742,78.23714447,71.240448,78.1867218,74.04507446,76.99832916
774,64.05224609,71.13800049,75.32643127,75.75475311,72.82125092,76.05135345,72.84780121,77.0852356
775,63.33149719,72.03397369,74.91527557,75.22628784,69.80714417,74.16172028,72.7974472,73.00737
776,63.38869858,70.27842712,73.47956085,73.75483704,71.64208984,73.91043854,72.9604187,74.77622223
777,65.48805237,72.29815674,74.93766785,74.259758,72.75173187,72.17099762,72.11525726,73.49210358
778,61.00776291,71.17537689,74.22362518,73.4841156,72.34871674,72.94471741,71.54335785,73.82751465
780,45.38401794,60.39283371,88.20742035,78.22116089,55.01049042,70.00544739,62.36244965,70.16555023
781,45.08686829,62.57545853,83.26791382,78.77383423,55.53937531,67.71594238,66.55892181,66.98498535
782,46.69284058,58.58294678,84.54775238,79.6287384,53.29037476,70.47524261,65.13961029,74.22556305
783,42.1588707,65.15183258,84.82565308,78.59841919,56.70452499,70.91217804,61.53695297,71.54669189
784,48.5217514,62.5719223,88.79237366,81.5435257,51.12453461,68.52459717,69.01906586,72.11229706
786,53.24443054,66.3557663,82.11680603,80.02568054,63.74213409,75.57600403,72.27986145,74.24723816
787,57.99039459,69.23964691,79.08448792,82.90005493,61.31842804,72.16763306,73.87518311,73.62361145
788,61.96377945,68.58733368,77.50222778,78.76753998,62.03800583,71.01399994,72.06433868,72.95010376
789,54.3074913,67.39964294,80.33835602,79.49868774,64.00022125,70.80990601,71.17338562,75.73392487
790,56.81848526,66.61108398,82.69186401,79.81065369,63.68663788,73.05063629,70.61631775,74.41033936
792,64.62767792,67.61826324,69.88716125,67.20891571,67.46247864,67.11972809,68.94865417,66.98210907
793,65.38808441,64.91464233,70.44771576,67.33799744,62.62828064,67.91242218,65.38418579,67.0307312
794,63.46795654,66.15636444,70.18701172,67.56790924,66.00291443,67.19657898,66.88841248,68.22124481
795,67.53276062,66.54855347,68.81370544,67.84272003,67.68321228,66.6904068,67.70587158,67.17807007
796,66.2561264,63.56108475,72.00193787,68.00589752,66.7625351,67.92887115,68.52871704,66.6071701
800,47.89640808,61.74944687,95.1435318,95.95393372,64.87374115,77.38728333,70.64167786,90.2252655
801,40.64011002,65.84637451,99.94429779,98.97238159,66.53905487,73.19354248,72.94930267,82.77407837
802,43.26230621,67.30671692,95.1734848,97.49494171,60.54030609,77.32233429,69.48232269,83.63076019
803,38.35694122,65.59269714,96.77206421,94.10254669,64.74703217,77.98059082,76.81195831,84.18980408
804,42.53355408,67.58557892,94.70491791,95.65974426,60.55696106,82.87966156,77.55196381,89.13609314
806,60.56301498,74.71922302,80.84088135,74.56522369,76.09202576,78.5442276,77.32408142,79.19644165
807,60.20456696,73.04638672,79.10322571,76.86483765,76.94012451,75.63167572,78.48516846,78.0375061
808,60.28805161,73.58194733,80.46336365,78.59120941,73.00770569,78.23251343,77.12608337,75.82289886
809,59.82713318,74.81121826,78.3109436,78.1569519,71.97796631,79.22201538,74.2390976,78.89759827
810,60.75493622,73.71797943,79.71536255,79.86030579,76.60005188,77.14766693,75.80766296,78.43027496
812,61.42088699,70.51566315,76.73390961,78.00556183,64.11214447,77.1443634,76.09062195,75.99008942
813,59.46654892,70.52732849,77.91867065,75.54624939,68.91712189,75.85070038,75.72890472,77.51945496
814,59.88990402,69.18709564,80.27812958,74.69502258,68.84446716,76.87207031,77.05117798,77.49658966
815,57.05327988,73.05493164,78.44335175,75.99533844,67.90316772,71.69013977,76.36647034,77.68720245
816,61.72118378,71.39054871,78.59976196,77.04483795,70.48735046,74.24761963,76.73251343,79.39879608
818,58.37802124,70.5361557,77.84621429,77.61093903,72.91004944,76.71399689,76.32797241,78.00050354
819,58.37704468,71.61393738,77.95496368,74.6679306,69.13320923,76.58969879,77.20165253,79.55537415
820,58.30115509,71.99971771,76.25389099,79.43992615,72.01028442,76.03677368,76.34479523,77.70993042
821,57.41266632,69.28238678,75.91242981,78.03435516,67.59989166,74.78364563,72.4894104,78.52765656
822,60.25712967,72.06664276,80.72382355,76.57226563,71.44031525,77.25666809,75.66345978,81.44332123
824,65.07907104,71.63650513,77.50704956,73.1484375,72.23679352,74.07432556,76.53697205,76.52560425
825,63.83470154,71.55381012,77.954422,72.66165924,71.11421204,72.7095871,75.10189819,74.25244904
826,64.77409363,70.70904541,76.59414673,72.9981308,73.75140381,74.3228302,72.44181824,73.85732269
827,67.72824097,70.85166931,76.9017868,75.13026428,72.88882446,74.33045197,72.47107697,73.25715637
828,62.50531006,70.16937256,74.85391235,74.02855682,73.00867462,74.79975128,75.44818878,72.85263062
830,46.39624786,57.91225433,88.32962036,80.64485168,59.78444672,62.58624268,64.44155884,70.43511963
831,44.20407867,61.36317444,81.26782227,82.82830048,53.98609161,72.00339508,66.33505249,74.7755661
832,46.39646149,58.93301773,85.1708374,82.62320709,57.64537048,71.2073822,61.50817871,74.5713501
833,44.41052246,60.98905945,84.67274475,79.34838867,62.33198547,67.37332153,68.55998993,70.66889191
834,46.57661438,56.0484314,89.63711548,82.6378479,54.16570282,69.86793518,66.5873642,74.74941254
836,55.93505859,69.37625885,82.72182465,80.31480408,66.27405548,69.40293884,73.64584351,75.94284058
837,56.46848297,70.13143158,80.32990265,80.39053345,66.97703552,75.60956573,69.90673828,73.00112915
838,54.96585846,68.53009033,82.80989838,78.78381348,65.0290451,69.57749939,72.92802429,76.03630829
839,51.95399475,67.60203552,79.24446106,78.48215485,66.32432556,72.04860687,70.87654877,72.63286591
840,52.11046982,66.09820557,82.26183319,76.67468262,63.15140915,75.47363281,69.02145386,76.57578278
842,63.38329315,65.50692749,70.53704834,67.4747467,65.11102295,69.36235809,65.48918915,68.93728638
843,65.97686005,64.84004211,71.27262115,68.46350861,67.1554184,68.8605423,66.74751282,67.46282196
844,66.82215118,66.38744354,72.15483093,68.84706879,66.55058289,69.9982605,64.5548172,65.95272827
845,64.92601013,64.75827026,68.69884491,67.42183685,65.41622162,66.58930969,68.28014374,66.41633606
846,67.70220947,65.48226929,74.85139465,66.91431427,64.43883514,70.14022064,66.13576508,67.40666199
850,38.86182404,71.02532196,88.85952759,95.404953,66.92233276,82.1608429,70.00479126,81.62641907
851,42.76631165,67.89642334,92.4068985,99.20505524,71.5434494,79.98085022,68.45845032,90.7090683
852,40.84898376,68.7497406,93.15756989,96.31542969,64.51179504,83.11325073,67.33855438,83.90091705
853,39.52845001,62.6056366,90.23110199,92.23575592,60.74988556,83.31521606,72.36172485,84.67576599
854,41.62469864,63.79405212,97.35913086,93.26288605,59.58731842,81.00790405,76.30995941,90.13405609
856,64.0867157,75.62149811,77.71906281,77.79844666,74.14595795,79.34221649,75.56865692,79.89437866
857,60.33009338,73.41010284,82.23322296,78.89920807,74.24518585,77.66368866,75.7725296,76.98806763
858,57.72576904,74.12301636,82.28359985,78.12528229,75.1253891,77.96987152,73.26257324,77.71479034
859,60.6287384,74.95767212,79.73176575,77.70933533,71.94223785,81.17455292,74.79019928,80.30576324
860,64.76113892,75.38039398,77.12099457,77.26602936,71.82077026,80.01921082,76.11370087,81.88697052
862,60.21909332,74.44343567,77.87426758,79.66230011,67.88703156,73.79620361,74.65657043,78.01307678
863,61.4825592,72.1684494,78.60577393,76.22382355,67.4940033,75.02951813,73.00663757,75.77060699
864,60.80329514,74.61989594,77.60154724,76.01482391,71.46115875,74.16040039,77.54680634,75.50266266
865,58.38977432,71.63391876,78.89208221,77.05364227,66.91262817,76.74994659,76.57656097,77.5438385
866,61.0870018,74.53439331,76.20950317,77.84395599,70.82078552,76.04743195,76.43565369,78.30362701
868,55.8521347,73.03990173,79.34002686,77.94934845,75.09196472,78.05381775,71.84552765,80.95729828
869,58.06573486,70.63314056,80.49438477,76.28764343,71.17438507,76.5171814,74.34242249,78.81832123
870,57.89336777,72.74966431,82.69025421,75.91529083,67.20292664,78.89338684,75.04653931,81.02885437
871,58.13304138,72.10292053,79.6940918,75.77327728,72.5002594,74.76587677,72.15540314,79.6396637
872,65.64881897,71.16349792,82.00773621,75.6574707,71.33372498,76.60121918,78.14870453,77.2463913
874,68.2149353,71.78365326,75.79185486,72.13943481,70.81099701,74.52601624,71.94477844,71.22016907
875,64.55313873,73.23956299,75.79269409,73.49766541,71.39440155,74.86459351,73.05987549,72.11761475
876,63.07277679,70.71138763,73.45368195,72.6088028,72.33317566,74.57988739,72.50234985,74.2718277
877,66.62385559,71.07442474,75.47416687,74.34443665,71.12365723,75.95053101,72.79059601,75.45506287
878,64.01567841,72.05744934,74.21743011,72.93551636,72.69297791,74.61188507,70.79296875,72.76840973
880,42.93762589,60.60215759,82.55063629,84.69850159,53.11053085,68.54570007,59.33007431,76.94094849
881,51.53098679,54.6600914,87.62204742,82.76771545,53.62473297,70.701828,62.51782608,70.64618683
882,46.53022003,62.26784134,84.21694946,81.52964783,54.76051331,67.86802673,63.85811234,76.97668457
883,45.96551514,61.25609207,87.78806305,80.412117,56.36862946,69.02642059,66.22898865,70.75823975
884,48.06378555,62.57707214,88.11558533,83.36872101,58.46779251,72.44412231,60.92912674,74.99201202
886,53.48430634,68.11672974,80.05083466,75.6836853,60.96307755,72.370224,72.01272583,76.63881683
887,55.23534393,66.34593964,80.30797577,75.0380249,61.52953339,71.5419693,72.56349182,74.36075592
888,54.41316605,71.33110809,79.30620575,76.96131897,61.96133423,74.37339783,76.04756165,74.67662811
889,60.27270508,69.82800293,79.60619354,76.00304413,62.42299652,73.50634766,76.14350891,76.61370087
890,54.2734375,67.9471817,80.17532349,79.21377563,61.04541779,71.37745667,70.66818237,74.91712952
892,64.5531311,66.07125092,71.62504578,68.64665985,69.66945648,68.94785309,68.74996948,65.35984039
893,64.23626709,62.85982132,71.94735718,66.49563599,66.74752045,65.63514709,65.37858582,70.24637604
894,65.89635468,64.7009964,70.94119263,66.82305145,65.72920227,67.75639343,63.48268127,68.02197266
895,64.2487793,65.82913971,70.57377625,68.24044037,66.49382019,68.32588196,66.66363525,67.08564758
896,65.81005859,67.99647522,68.35409546,69.26182556,66.39437103,67.99133301,64.81800079,68.12346649
900,37.28449249,61.20618439,96.19073486,96.03887939,66.39208221,83.0687561,71.78881073,84.44017029
901,42.84681702,62.60970306,94.18239594,92.65085602,65.32216644,82.07480621,69.89135742,85.81211853
902,40.9030838,69.34410095,95.94069672,98.17237854,66.63798523,80.17835999,71.23603821,87.1593399
903,37.19002533,69.56320953,95.69106293,93.30308533,66.14263916,78.06542969,69.10781097,87.73968506
904,41.14941406,67.49178314,90.86032867,86.61762238,64.40858459,77.84741211,68.83105469,84.82828522
906,59.6544838,75.05138397,80.35328674,78.73253632,71.95005035,78.65879822,77.89112091,80.50900269
907,64.29843903,72.89134979,78.02742004,80.17998505,72.93616486,78.89602661,75.74133301,75.46563721
908,59.9837532,75.37393188,77.49784088,76.8474884,71.6572113,78.41523743,76.75624847,77.1289444
909,62.06516647,74.66254425,79.62216187,76.67167664,73.43934631,77.09754944,76.42602539,77.50795746
910,61.40538406,75.8019104,78.3614502,80.16982269,74.28694916,81.24597931,74.15061951,78.04234314
912,60.6105423,73.94720459,80.90603638,75.38882446,72.18915558,74.27597809,75.0267868,76.76938629
913,62.52099609,73.41282654,76.15193939,74.11631012,67.3201828,75.508461,73.28366852,74.77633667
914,61.62722015,75.20433044,80.49961853,78.39894867,70.60089874,78.6081543,75.99442291,76.61100006
915,59.70840454,70.91030121,78.64898682,74.78206635,69.78245544,76.14720154,76.11039734,77.95987701
916,60.5743103,70.54291534,79.69949341,73.05488586,73.69862366,76.52522278,78.40072632,74.72431946
918,60.44167709,69.31880188,78.03098297,73.51589203,70.52573395,76.58807373,76.53283691,75.08907318
919,60.60322189,65.94380951,78.72183228,77.52920532,71.52515411,78.1798172,79.20609283,77.77244568
920,58.22041321,70.21322632,78.15557098,75.44011688,71.23387909,78.79254913,75.90846252,80.09872437
921,58.23604584,70.12464142,78.23274231,80.80065918,72.1247406,78.44487,76.15168762,82.69241333
922,62.33171082,69.56070709,80.633255,76.96669006,71.49610901,74.58128357,75.66989899,78.46244812
924,62.66991043,73.43403625,74.7850647,73.92269897,70.84326935,73.89207458,70.83889008,75.69555664
925,66.40455627,73.96564484,77.68341827,74.18692017,73.3307724,75.33947754,71.68113708,72.52915955
926,63.08129501,70.77947998,74.35171509,73.93045044,71.34287262,74.30297089,75.10312653,72.08018494
927,65.56007385,71.3374176,76.82167053,73.99789429,72.45594788,72.46829224,74.50980377,75.15048981
928,63.87387466,72.69775391,74.66946411,74.83161926,71.54141235,75.12366486,74.10595703,73.61380768
930,43.89757538,61.07504272,86.25513458,82.44728088,56.79784012,72.88323975,65.75932312,73.11499786
931,45.13282394,59.29596329,88.53314972,81.45291901,55.54854202,68.60634613,65.95326233,72.17976379
932,46.14543915,57.41164398,88.30366516,83.31602478,54.76851273,68.03050232,67.38047028,68.69355011
933,44.4853363,60.77041626,86.89772034,81.43462372,63.93004608,65.91981506,64.5266037,73.42067719
934,45.53903961,60.704422,82.89074707,84.46370697,58.89466095,70.94519043,65.92310333,71.98319244
936,53.76210022,67.75431061,78.68713379,80.76898193,67.07497406,73.05844116,70.37480927,76.72893524
937,57.65407944,69.59676361,77.71930695,81.52404785,65.19068146,75.14137268,71.94120026,77.19825745
938,56.49358749,67.37110138,80.57268524,81.319664,65.59916687,73.70166016,70.63877106,78.04564667
939,53.59486008,70.1153183,81.54823303,78.15766144,60.0209465,73.46286011,71.87789154,73.256073
940,52.45158768,73.30947876,79.6823349,78.95162201,62.38801575,71.62359619,71.54122925,78.29532623
942,65.5536499,65.28716278,71.75203705,66.10890961,65.97119904,68.41120911,67.27206421,68.97614288
943,65.66293335,66.66635895,70.39215851,65.96222687,64.50276947,68.38058472,67.67980194,67.13865662
944,68.39319611,66.35562134,71.8374939,68.4932785,66.81608582,69.39636993,68.28804779,66.89173889
945,66.66782379,65.55597687,70.20116425,66.60150909,66.76950073,70.32879639,66.62162018,68.56604767
946,64.05158234,65.72354126,70.55109406,66.60973358,66.25871277,66.47832489,66.08912659,66.94761658
950,44.06052017,68.00442505,94.54116821,86.99254608,68.50167847,78.10158539,72.46264648,79.11320496
951,43.0489502,65.23770142,98.7567749,91.16156769,65.68338776,78.94594574,67.80594635,90.91293335
952,45.13859177,67.90155029,89.2818985,96.33808136,63.57917023,77.15603638,68.47515106,90.01470947
953,42.74564743,68.32461548,92.64849091,92.89011383,64.67942047,78.22940063,70.5905304,82.61434937
954,40.56244659,65.85035706,91.39126587,98.3788681,62.42466354,78.52554321,68.41281891,84.4822998
956,61.91194153,73.85121155,85.46537781,76.58517456,72.69480896,78.21296692,75.38388824,78.32352448
957,65.11558533,74.31600952,81.65520477,75.15692139,74.77237701,78.99427795,76.20500183,77.4992218
958,66.01599884,73.41363525,78.37557983,76.24951935,77.76454926,78.37088776,78.52645111,78.08292389
959,59.8522644,75.55347443,81.65369415,76.81391907,75.0539093,80.8731842,75.1937561,79.95420837
960,53.63454437,76.29600525,79.01531982,78.92230225,73.05155182,79.22077179,77.46546936,77.24966431
962,59.97298431,71.8427887,76.74676514,78.60334778,68.63244629,77.54776764,77.76920319,76.12483215
963,60.44718933,74.75021362,77.52280426,75.62260437,68.08129883,76.92391205,76.83853912,75.1138916
964,54.41592026,72.0836792,80.38363647,78.08356476,69.36359406,77.34342194,73.5386734,76.82583618
965,56.78727722,72.52541351,79.41819763,76.48255157,71.45297241,76.62772369,72.13358307,80.45966339
966,60.32984924,73.66861725,78.78207397,74.79983521,70.57688141,76.80804443,73.77180481,75.1363678
968,60.30835342,69.99359894,76.14832306,78.01968384,68.54807281,75.0956955,72.69883728,78.09513855
969,58.99290848,71.71567535,82.784935,74.30622864,74.11623383,78.82138062,72.36115265,77.84495544
970,61.06214905,73.14860535,78.4417038,79.03477478,73.23994446,76.49186707,74.9282074,77.70165253
971,61.46151733,66.71785736,74.93045044,76.46144867,71.41384888,74.82356262,73.65055084,76.63136292
972,62.01641846,71.42880249,78.57099915,75.51342773,71.57518005,77.40218353,74.22753906,75.65171051
974,65.45623779,70.87596893,75.60572052,74.2124176,74.28205109,73.81009674,73.82430267,74.06634521
975,62.6085701,70.84909821,75.10157776,73.94155884,69.42795563,73.7507782,75.5690155,74.89259338
976,61.61312485,70.41854858,73.42266083,74.52166748,71.4713974,73.34520721,72.27683258,74.05974579
977,65.02388,71.5409317,75.16304016,73.81661987,71.85472107,73.22489166,73.0579834,73.2696991
978,63.55315781,70.97732544,73.39955139,72.95606995,70.82156372,72.88271332,74.80670929,73.25720215
980,48.77264023,59.26374054,85.45944214,78.50009918,55.6782074,74.81972504,62.73788452,70.65569305
981,44.0329895,57.60324478,82.9928894,79.27073669,56.42714691,73.05479431,63.28539276,75.7741394
982,42.72094727,60.54413986,83.24369812,79.06520081,53.87247467,66.85383606,67.47306824,71.65497589
983,50.45882416,61.95646667,79.81086731,76.80158234,58.23453903,66.69741058,68.33532715,71.57574463
984,46.31828308,64.9157486,84.60414886,83.02773285,56.98863602,73.96577454,70.35269928,70.94736481
986,54.3132019,66.21715546,77.67667389,77.8246994,66.02928925,71.50965118,71.46378326,72.33753967
987,51.75402069,68.37033844,80.28914642,80.21813202,65.95498657,74.33605957,72.67970276,73.27844238
988,57.26569748,67.09136963,79.48693848,77.87337494,66.69612885,70.57478333,67.95330048,70.63388824
989,54.32963562,67.52798462,80.08885193,78.53926086,65.54882813,75.00820923,69.37324524,76.53268433
990,53.2791481,69.08242798,79.43218994,78.68598175,63.55102921,73.44158173,72.80635834,75.79264832
992,65.26797485,64.50636292,68.98943329,68.421875,65.5524292,67.66469574,65.5422287,67.48194885
993,67.14402008,63.56520844,71.78356934,68.84984589,69.04333496,66.17913818,67.86122131,66.28418732
994,64.53538513,66.4054184,71.25721741,68.48258209,67.27470398,68.63800049,68.2547226,66.87089539
995,65.08988953,66.79270935,71.83914185,65.52431488,68.52677917,67.85492706,65.43769836,68.1132431
996,64.23271179,65.43913269,72.65988159,68.34444427,65.3416214,67.21305084,64.63655853,64.69482422
1000,37.47393417,64.98052979,93.81626129,94.39613342,68.41334534,83.09025574,68.78160858,85.87968445
1001,44.89187241,62.99547577,94.046875,93.76017761,63.78588104,79.42053986,73.11083221,85.40702057
1002,45.78147888,61.90636444,87.33081055,97.81367493,61.50907898,73.57224274,71.81507874,84.29030609
1003,37.53551865,64.32324219,93.07292938,97.46353912,67.41573334,79.42565155,70.15530396,87.77611542
1004,42.23111725,64.07668304,90.47491455,105.2390976,64.32449341,77.32910919,77.25920105,86.63304138
1006,61.31149292,76.03149414,78.98082733,78.24957275,76.24529266,78.61029816,76.56760406,79.96246338
1007,56.69113159,73.61765289,82.24204254,76.4226532,74.15989685,80.36310577,74.36110687,78.07388306
1008,61.68221283,73.25773621,77.39031219,76.66040802,78.34196472,81.15189362,74.56227112,76.82068634
1009,59.89261627,73.90449524,76.96362305,80.64389801,72.81343842,76.11779785,75.50702667,80.52151489
1010,61.50946808,74.16798401,81.55119324,77.18157959,76.41405487,80.8931427,76.16179657,79.47467804
1012,60.29917145,68.89402771,76.02953339,76.24539185,69.58000946,77.63415527,75.80213928,77.07993317
1013,63.83405685,72.93287659,78.09609985,77.67801666,67.8250885,74.03301239,76.21683502,77.09601593
1014,57.38851166,70.94114685,75.73284149,74.57535553,68.17311096,79.09508514,74.05288696,77.17014313
1015,60.19682693,73.85337067,77.36815643,76.69547272,73.01331329,76.51228333,78.64096832,76.94815826
1016,58.5119133,72.8296814,79.14355469,77.15228271,66.24977875,75.8046875,77.2977829,81.62290192
1018,57.71849823,76.85163879,75.41766357,78.08119965,68.08624268,74.01383972,73.01424408,82.01753998
1019,60.48216248,68.19011688,75.9352951,78.03385162,71.53971863,79.09404755,74.69803619,75.14017487
1020,60.63233185,71.8388443,79.26535797,75.7911911,73.11209869,75.42530823,75.9148941,78.02232361
1021,62.6305809,73.26732635,78.5454483,75.61138153,72.25804901,77.13262939,74.509552,78.00534821
1022,61.39330292,70.04637909,77.6137619,73.13730621,74.22869873,76.63037109,73.70656586,77.90354156
1024,64.53462219,71.68687439,76.53928375,74.40459442,71.40830994,73.55018616,75.20511627,74.54312897
1025,59.98081207,71.53790283,72.2723465,72.84416199,73.19302368,72.61834717,74.06797028,74.39212799
1026,64.28573608,70.40041351,74.91456604,73.57354736,70.15758514,73.81262207,75.29876709,75.05101013
1027,62.98151398,69.50933075,75.54941559,72.39825439,69.3219986,76.2337265,75.23868561,72.69087219
1028,58.71792603,70.60031128,74.34659576,75.22767639,72.98483276,73.70291138,75.16694641,72.43026733
1030,46.32820511,61.38217926,85.10644531,80.83644104,56.27189255,72.43455505,63.80962372,75.66737366
1031,48.37126541,58.93012619,85.45561218,82.93100739,56.75246811,75.2019043,65.53342438,73.10263062
